"business_name","business_type","post","rating","scores","date","local_authority"
"Soupasandwich","Restaurant/Cafe/Canteen","TS1 2PS","AwaitingInspection","","","Middlesbrough"
"Southlands Residential Home","Hospitals/Childcare/Caring Premises","TS1 3EU","5","000","2014-07-22","Middlesbrough"
"Spar","Retailers - other","TS5 8SB","5","000","2016-07-12","Middlesbrough"
"Spar","Retailers - supermarkets/hypermarkets","TS7 8DX","AwaitingInspection","","","Middlesbrough"
"Spar","Retailers - other","TS5 7BP","5","000","2016-10-10","Middlesbrough"
"Spensley's Emporium / Atik","Pub/bar/nightclub","TS1 1EP","5","000","2013-03-18","Middlesbrough"
"Spice Lanka","Retailers - other","TS1 3HR","5","000","2014-10-28","Middlesbrough"
"Sporting Lodge Inn","Hotel/bed & breakfast/guest house","TS17 9LW","5","555","2015-11-19","Middlesbrough"
"Sports Direct","Retailers - other","TS1 1SU","Exempt","","2016-10-31","Middlesbrough"
"Springfield Hotel (Pub)","Pub/bar/nightclub","TS1 3AX","1","101520","2017-01-26","Middlesbrough"
"Sprinkles Novelty Cakes","Other catering premises",NA,"5","000","2014-09-18","Middlesbrough"
"St Augustine's Roman Catholic Primary School","School/college/university","TS8 0TE","5","000","2015-01-22","Middlesbrough"
"St Bernadette's Roman Catholic Primary School","School/college/university","TS7 0PZ","5","000","2016-03-24","Middlesbrough"
"St Clares Roman Catholic Primary School","School/college/university","TS5 8RZ","5","000","2015-07-10","Middlesbrough"
"St Edwards Roman Catholic Primary School","School/college/university","TS5 6QS","5","000","2016-02-11","Middlesbrough"
"St Gerard's Roman Catholic Primary","School/college/university","TS8 9HU","5","000","2015-01-08","Middlesbrough"
"St John Of God Hospitaller Services","Hospitals/Childcare/Caring Premises",NA,"5","000","2015-12-08","Middlesbrough"
"St Josephs Roman Catholic School","School/college/university","TS4 2NT","5","000","2016-01-12","Middlesbrough"
"St Judes","Hospitals/Childcare/Caring Premises","TS4 2DR","5","000","2016-04-28","Middlesbrough"
"St Pius X Roman Catholic Primary School","School/college/university","TS3 7HD","5","000","2015-12-04","Middlesbrough"
"St Thomas More Roman Catholic Primary School","School/college/university","TS4 3QH","5","000","2015-09-10","Middlesbrough"
"St. Anne's Community Services","Other catering premises","TS8 9XT","5","000","2017-03-20","Middlesbrough"
"St. Francis Social Club","Pub/bar/nightclub","TS5 4PS","5","000","2014-03-27","Middlesbrough"
"St. Marys Nursing Home","Hospitals/Childcare/Caring Premises","TS5 6SD","5","050","2015-11-18","Middlesbrough"
"St.Alphonsus RC Primary","School/college/university","TS3 6PX","5","000","2016-02-25","Middlesbrough"
"Stages Cafe","Restaurant/Cafe/Canteen","TS2 1AB","5","550","2017-01-16","Middlesbrough"
"Stainsby Grange Riding Centre","Restaurant/Cafe/Canteen","TS17 9AB","5","555","2015-01-18","Middlesbrough"
"Stainsby Nursery at WMC centre","School/college/university","TS5 4JS","5","000","2014-07-14","Middlesbrough"
"Stainton Inn and Tea Rooms","Restaurant/Cafe/Canteen","TS8 9AZ","5","555","2016-09-06","Middlesbrough"
"Stainton Lodge Care Home","Hospitals/Childcare/Caring Premises","TS8 9LX","5","505","2015-12-17","Middlesbrough"
"Stainton Memorial Hall","Other catering premises","TS8 9AZ","5","000","2016-09-28","Middlesbrough"
"Stainton Way Care Home","Hospitals/Childcare/Caring Premises","TS8 9LX","5","000","2015-11-25","Middlesbrough"
"Starbucks","Restaurant/Cafe/Canteen","TS1 2JZ","5","050","2016-05-24","Middlesbrough"
"Starters","Restaurant/Cafe/Canteen","TS4 2AG","5","000","2015-09-15","Middlesbrough"
"Stem Cafe","Restaurant/Cafe/Canteen","TS2 1AD","5","000","2015-10-19","Middlesbrough"
"Steve's General Dealers","Retailers - other","TS3 9NB","5","000","2015-02-11","Middlesbrough"
"Sticky Fingers Cafe and Music Bar","Restaurant/Cafe/Canteen","TS1 3RB","5","000","2014-09-03","Middlesbrough"
"Stonehouse Wine Bar","Pub/bar/nightclub","TS5 6HR","5","000","2015-08-14","Middlesbrough"
"Stones Fish Bar","Takeaway/sandwich shop","TS5 6LW","5","000","2016-07-18","Middlesbrough"
"Student Food Co-Op","Retailers - other","TS1 3BA","5","000","2014-11-17","Middlesbrough"
"Students Union Shop","Retailers - other","TS1 3BA","5","000","2016-04-13","Middlesbrough"
"Subway","Takeaway/sandwich shop","TS1 2JR","5","000","2016-09-05","Middlesbrough"
"Subway","Takeaway/sandwich shop","TS5 7BW","5","555","2016-07-29","Middlesbrough"
"Subway","Takeaway/sandwich shop","TS1 1RD","5","000","2016-06-22","Middlesbrough"
"Subway","Takeaway/sandwich shop","TS5 6DZ","5","050","2016-10-12","Middlesbrough"
"Subway","Takeaway/sandwich shop","TS4 2AG","5","000","2015-04-02","Middlesbrough"
"Sugar & Spice Traditional Sweet Shop","Retailers - other",NA,"5","000","2016-08-02","Middlesbrough"
"Sugar Free Solutions Ltd","Retailers - other",NA,"5","000","2015-06-04","Middlesbrough"
"Sugar Rush Traditional Sweets","Retailers - other",NA,"AwaitingInspection","","","Middlesbrough"
"Sugarcraft Middlesbrough","Retailers - other","TS1 3AA","5","000","2015-02-27","Middlesbrough"
"Sun Lok Curry House","Takeaway/sandwich shop","TS3 6NW","3","10510","2017-03-20","Middlesbrough"
"Sunday's","Restaurant/Cafe/Canteen","TS3 8EJ","5","555","2016-05-11","Middlesbrough"
"Sunflower Chop Suey","Takeaway/sandwich shop","TS3 6EU","5","055","2015-03-05","Middlesbrough"
"Sunflowers Childcare","Hospitals/Childcare/Caring Premises","TS5 4DY","5","000","2015-12-07","Middlesbrough"
"Sunnyside Academy","School/college/university","TS8 0RJ","5","500","2016-10-11","Middlesbrough"
"Superdrug","Retailers - other","TS8 0TJ","Exempt","","2017-02-15","Middlesbrough"
"Superdrug","Retailers - other","TS1 1SU","Exempt","","2016-04-27","Middlesbrough"
"Susby's Cakes","Other catering premises",NA,"5","000","2015-03-10","Middlesbrough"
"Swatter's Carr","Pub/bar/nightclub","TS1 3QW","5","050","2016-03-24","Middlesbrough"
"Sweet Creations","Other catering premises",NA,"5","000","2014-08-12","Middlesbrough"
"Sweet Delights","Other catering premises",NA,"5","000","2014-04-25","Middlesbrough"
"Sweet Dreams and Candy Gifts","Retailers - other","TS5 6QL","5","005","2016-08-01","Middlesbrough"
"Sweet Tooth Delivery","Restaurant/Cafe/Canteen","TS1 4AT","3","51010","2016-08-02","Middlesbrough"
"Swerve TTC","Restaurant/Cafe/Canteen","TS4 3EE","5","000","2017-04-11","Middlesbrough"
"TA Centre","Other catering premises","TS8 0TQ","AwaitingInspection","","","Middlesbrough"
"TAD Centre Day Nursery","Hospitals/Childcare/Caring Premises","TS3 7SF","5","500","2016-09-06","Middlesbrough"
"Tallulah's Bakery","Other catering premises",NA,"5","000","2017-02-07","Middlesbrough"
"Taste of Life","Restaurant/Cafe/Canteen","TS1 3QY","5","000","2015-02-11","Middlesbrough"
"Tasty Occasions","Other catering premises",NA,"5","005","2016-05-26","Middlesbrough"
"TAU Gaming","Retailers - other","TS1 5AS","Exempt","","2015-11-06","Middlesbrough"
"Tea in the Gardens","Restaurant/Cafe/Canteen","TS4 3DT","5","055","2016-06-30","Middlesbrough"
"Teacher Time","Hospitals/Childcare/Caring Premises","TS3 6NW","Exempt","","2015-11-09","Middlesbrough"
"Teacher Time","Hospitals/Childcare/Caring Premises","TS5 6BA","Exempt","","2015-11-19","Middlesbrough"
"Teesside Ability Support Centre","Other catering premises","TS5 4EG","5","000","2016-10-05","Middlesbrough"
"Teesside and District Society For the Blind","Other catering premises","TS5 4AH","5","000","2016-07-22","Middlesbrough"
"Teesside Bridge Social Club","Pub/bar/nightclub","TS3 6NH","5","000","2016-08-31","Middlesbrough"
"Teesside Hospice","Retailers - other","TS5 5HR","Exempt","","2016-07-28","Middlesbrough"
"Teesside Hospice","Retailers - other","TS5 6QN","Exempt","","2016-07-28","Middlesbrough"
"Teesside Hospice","Retailers - other","TS5 6HF","Exempt","","2016-07-28","Middlesbrough"
"Teesside Hospice","Retailers - other","TS8 0TJ","Exempt","","2016-07-28","Middlesbrough"
"Teesside Hospice Care Foundation","Hospitals/Childcare/Caring Premises","TS5 5NW","5","005","2016-07-20","Middlesbrough"
"Teesside Roasters","Mobile caterer",NA,"AwaitingInspection","","","Middlesbrough"
"Teesside Ship Supplies","Retailers - other","TS1 5EF","5","505","2017-01-19","Middlesbrough"
"Tennis World","Pub/bar/nightclub","TS4 3SA","5","000","2015-12-10","Middlesbrough"
"Terry's Newsagents","Retailers - other","TS3 9NB","Exempt","","2016-09-22","Middlesbrough"
"Tesco","Retailers - supermarkets/hypermarkets","TS1 1LJ","5","000","2014-11-18","Middlesbrough"
"Tesco","Retailers - supermarkets/hypermarkets","TS4 2JR","5","000","2015-03-06","Middlesbrough"
"Tesco","Retailers - supermarkets/hypermarkets","TS1 3QW","5","000","2016-01-29","Middlesbrough"
"Tesco","Retailers - supermarkets/hypermarkets","TS5 8AY","5","000","2017-01-13","Middlesbrough"
"Tesco","Retailers - supermarkets/hypermarkets","TS4 2PT","5","000","2017-03-09","Middlesbrough"
"Tesco","Retailers - supermarkets/hypermarkets","TS5 6DZ","5","000","2015-12-09","Middlesbrough"
"Tesco","Retailers - supermarkets/hypermarkets","TS5 7HL","5","000","2016-07-07","Middlesbrough"
"Tesco","Retailers - supermarkets/hypermarkets","TS1 4JF","5","000","2017-03-09","Middlesbrough"
"Tesco","Retailers - supermarkets/hypermarkets","TS8 0TW","5","000","2016-04-13","Middlesbrough"
"Tesco","Retailers - supermarkets/hypermarkets","TS8 0TJ","5","000","2015-12-08","Middlesbrough"
"Tesco","Retailers - supermarkets/hypermarkets","TS7 8NX","5","000","2017-03-09","Middlesbrough"
"Thai Noodles","Restaurant/Cafe/Canteen","TS4 2JQ","AwaitingInspection","","","Middlesbrough"
"Thai-Bites","Mobile caterer",NA,"5","000","2016-06-10","Middlesbrough"
"The Arena","Pub/bar/nightclub","TS1 5PS","4","5105","2010-12-09","Middlesbrough"
"The Avenue Fish Shop","Takeaway/sandwich shop","TS7 0AP","5","055","2015-01-16","Middlesbrough"
"The Bake Two","Takeaway/sandwich shop","TS1 5DW","AwaitingInspection","","","Middlesbrough"
"The Baker Street Kitchen","Restaurant/Cafe/Canteen","TS1 2PX","5","500","2016-08-09","Middlesbrough"
"The Bakers Cabin","Retailers - other","TS4 3JT","5","555","2016-02-25","Middlesbrough"
"The Baltimore Hotel","Restaurant/Cafe/Canteen","TS4 2EZ","5","000","2016-05-24","Middlesbrough"
"The Bottled Note","Pub/bar/nightclub","TS1 3AA","AwaitingInspection","","","Middlesbrough"
"The Bridgings","Hospitals/Childcare/Caring Premises","TS1 3BP","5","000","2015-03-06","Middlesbrough"
"The Brierley","Restaurant/Cafe/Canteen","TS5 7DY","5","000","2016-03-07","Middlesbrough"
"The Brunton Arms","Pub/bar/nightclub","TS7 0AQ","5","000","2016-05-03","Middlesbrough"
"The Buccaneer","Pub/bar/nightclub","TS3 6HB","5","000","2016-09-12","Middlesbrough"
"The Cafe at TJ's","Restaurant/Cafe/Canteen","TS1 5UB","5","005","2015-11-19","Middlesbrough"
"The Cake & Card Company","Other catering premises",NA,"AwaitingInspection","","","Middlesbrough"
"The Cake Shelf","Other catering premises",NA,"5","000","2017-02-28","Middlesbrough"
"The Captains Table","Restaurant/Cafe/Canteen","TS2 1DB","AwaitingInspection","","","Middlesbrough"
"The Carvery 2 (Riverside Park Road)","Mobile caterer",NA,"5","550","2016-06-14","Middlesbrough"
"The Central","Pub/bar/nightclub","TS1 1LT","5","555","2016-03-31","Middlesbrough"
"The Chairman","Pub/bar/nightclub","TS1 2LL","5","000","2016-06-30","Middlesbrough"
"The Chef","Restaurant/Cafe/Canteen","TS1 1HR","5","","2016-12-01","Middlesbrough"
"The Chickenlicious","Takeaway/sandwich shop","TS1 4JE","5","555","2016-09-08","Middlesbrough"
"The Cleveland Hotel","Pub/bar/nightclub","TS5 6JG","5","000","2015-01-13","Middlesbrough"
"The Cleveland Huntsman","Pub/bar/nightclub","TS8 9JH","5","000","2016-02-29","Middlesbrough"
"The Cleveland Unit","Hospitals/Childcare/Caring Premises","TS4 3BW","5","000","2016-10-11","Middlesbrough"
"The Coffee Bean","Restaurant/Cafe/Canteen","TS3 9PD","5","055","2016-09-01","Middlesbrough"
"The Corner Shop","Retailers - other","TS4 2EA","5","505","2015-05-12","Middlesbrough"
"The Coronation Inn","Pub/bar/nightclub","TS5 8AY","5","050","2016-01-07","Middlesbrough"
"The Coulby Farm","Pub/bar/nightclub","TS8 9DX","5","050","2016-01-06","Middlesbrough"
"The Cow Shed & One59","Restaurant/Cafe/Canteen","TS1 4AG","AwaitingInspection","","","Middlesbrough"
"The Curing House","Restaurant/Cafe/Canteen","TS1 2LL","5","505","2016-06-09","Middlesbrough"
"The Devils Advocate","Pub/bar/nightclub","TS1 3AA","5","500","2015-02-06","Middlesbrough"
"The Dining Room","Other catering premises",NA,"5","000","2014-09-03","Middlesbrough"
"The Eagle","Pub/bar/nightclub","TS3 7NP","5","000","2016-09-08","Middlesbrough"
"The Fork in the Road","Restaurant/Cafe/Canteen","TS1 5DE","AwaitingInspection","","","Middlesbrough"
"The Fountain Pub","Pub/bar/nightclub","TS7 9PD","5","000","2016-07-27","Middlesbrough"
"The Fry Up","Restaurant/Cafe/Canteen","TS5 6JF","AwaitingInspection","","","Middlesbrough"
"The Full Mounty","Mobile caterer",NA,"5","000","2016-07-14","Middlesbrough"
"The Gables Care Home","Hospitals/Childcare/Caring Premises","TS4 2PE","5","505","2016-06-15","Middlesbrough"
"The Gables Inn","Pub/bar/nightclub","TS8 9DE","5","505","2016-03-29","Middlesbrough"
"The Garden","Restaurant/Cafe/Canteen","TS1 3BA","5","000","2016-03-16","Middlesbrough"
"The Golden Mermaid","Takeaway/sandwich shop","TS3 0PL","5","005","2016-10-03","Middlesbrough"
"The Green Room","Restaurant/Cafe/Canteen","TS1 2ES","5","000","2016-06-07","Middlesbrough"
"The Green Tree","Pub/bar/nightclub","TS1 5EH","AwaitingInspection","","","Middlesbrough"
"The Grenadier","Pub/bar/nightclub","TS5 8SB","5","000","2017-02-15","Middlesbrough"
"The Highfield","Pub/bar/nightclub","TS4 2PA","5","000","2016-11-23","Middlesbrough"
"The Hindu Cultural Centre","Other catering premises","TS3 6EF","4","0510","2015-07-15","Middlesbrough"
"The Hope Foundation","Other catering premises","TS1 5BA","4","5510","2015-02-06","Middlesbrough"
"The Hub","Restaurant/Cafe/Canteen","TS4 3AF","5","000","2015-01-07","Middlesbrough"
"The Hub and Terrace Bar","Pub/bar/nightclub","TS1 3BA","5","000","2016-10-10","Middlesbrough"
"The Infant Hercules","Pub/bar/nightclub","TS1 2LS","5","050","2015-03-31","Middlesbrough"
"The Isaac Wilson","Pub/bar/nightclub","TS1 1SF","5","000","2015-08-06","Middlesbrough"
"The Italian","Restaurant/Cafe/Canteen","TS1 4AD","5","555","2016-12-07","Middlesbrough"
"The Jar House","Other catering premises",NA,"5","000","2015-04-30","Middlesbrough"
"The Junction","Pub/bar/nightclub","TS1 5PQ","5","550","2015-06-23","Middlesbrough"
"The Linthorpe Hotel","Pub/bar/nightclub","TS5 6SQ","5","000","2016-03-02","Middlesbrough"
"The Lobby","Pub/bar/nightclub","TS1 1NG","AwaitingInspection","","","Middlesbrough"
"The Lounge","Restaurant/Cafe/Canteen","TS5 6AB","AwaitingInspection","","","Middlesbrough"
"The Massala","Restaurant/Cafe/Canteen","TS1 2ES","5","000","2017-01-24","Middlesbrough"
"The Master Cooper","Pub/bar/nightclub","TS5 7EL","5","000","2016-03-02","Middlesbrough"
"The Middle Eastern","Restaurant/Cafe/Canteen","TS1 4JJ","3","101010","2015-09-08","Middlesbrough"
"The Navigation Hotel","Pub/bar/nightclub","TS3 6AR","5","000","2017-03-10","Middlesbrough"
"The Noodle Shack","Mobile caterer",NA,"5","555","2016-06-01","Middlesbrough"
"The Nuthatch","Pub/bar/nightclub","TS1 2LL","5","000","2016-06-09","Middlesbrough"
"The Olde Young Tea House","Restaurant/Cafe/Canteen","TS1 2LS","5","055","2015-02-03","Middlesbrough"
"The Orchard","Restaurant/Cafe/Canteen","TS4 2QT","5","000","2016-09-14","Middlesbrough"
"The Oval Pharmacy","Retailers - other","TS5 8HP","Exempt","","2014-04-09","Middlesbrough"
"The Oven","Restaurant/Cafe/Canteen","TS1 3QW","5","555","2017-03-29","Middlesbrough"
"The Park End","Pub/bar/nightclub","TS3 0EF","5","000","2016-05-03","Middlesbrough"
"The Phoenix","Takeaway/sandwich shop","TS8 9JH","5","000","2016-03-16","Middlesbrough"
"The Pig Iron","Pub/bar/nightclub","TS1 1LT","5","000","2015-03-13","Middlesbrough"
"The Pizza Shop","Takeaway/sandwich shop","TS1 4AG","3","101010","2016-03-01","Middlesbrough"
"The Platter","Restaurant/Cafe/Canteen","TS1 3HZ","AwaitingInspection","","","Middlesbrough"
"The Raj","Takeaway/sandwich shop","TS3 6PZ","5","555","2017-01-12","Middlesbrough"
"The Red Lion","Pub/bar/nightclub","TS5 6HW","5","000","2016-07-21","Middlesbrough"
"The Regency Suite","Restaurant/Cafe/Canteen","TS3 6NF","5","550","2015-05-01","Middlesbrough"
"The Resolution","Pub/bar/nightclub","TS1 5UA","5","050","2015-02-26","Middlesbrough"
"The Sandwich Bar","Restaurant/Cafe/Canteen","TS5 7BP","5","005","2015-04-14","Middlesbrough"
"The Silver Spoon","Restaurant/Cafe/Canteen","TS8 9JH","5","000","2016-10-31","Middlesbrough"
"The Six Medals","Pub/bar/nightclub","TS3 6AT","5","050","2016-02-12","Middlesbrough"
"The Smeltery","Restaurant/Cafe/Canteen","TS1 2AZ","5","055","2016-12-02","Middlesbrough"
"The Smoggy Scholar","Pub/bar/nightclub","TS1 1JL","5","000","2015-08-06","Middlesbrough"
"The Southern Cross","Pub/bar/nightclub","TS7 8NX","5","050","2015-05-06","Middlesbrough"
"The Southfield","Pub/bar/nightclub","TS1 3BZ","4","","2015-10-22","Middlesbrough"
"The Star","Pub/bar/nightclub","TS1 3BZ","5","050","2015-09-24","Middlesbrough"
"The Sycamores","Hospitals/Childcare/Caring Premises","TS5 6QZ","5","000","2017-03-09","Middlesbrough"
"The Tap House","Pub/bar/nightclub","TS1 3RA","AwaitingInspection","","","Middlesbrough"
"The Theatre Club","Pub/bar/nightclub","TS5 6SA","5","500","2014-03-06","Middlesbrough"
"The Tower Club Ballroom","Pub/bar/nightclub","TS5 4BT","5","055","2014-09-23","Middlesbrough"
"The Townhouse","Pub/bar/nightclub","TS1 3QW","5","000","2016-02-26","Middlesbrough"
"The Twisted Lip","Pub/bar/nightclub","TS1 2LF","5","000","2015-02-06","Middlesbrough"
"The Viking Hotel","Pub/bar/nightclub","TS4 3PX","5","000","2015-02-09","Middlesbrough"
"The Willows","Hospitals/Childcare/Caring Premises","TS4 3BZ","5","000","2016-10-26","Middlesbrough"
"The Woodlands","Hospitals/Childcare/Caring Premises","TS5 7EB","5","000","2015-02-09","Middlesbrough"
"Thomas the Baker","Retailers - other","TS4 2PT","5","000","2015-01-16","Middlesbrough"
"Thomas the Baker","Retailers - other","TS1 5UB","5","000","2014-07-23","Middlesbrough"
"Thorntons","Retailers - other","TS1 1TB","5","050","2015-07-24","Middlesbrough"
"Thorntree Fish and Chips","Takeaway/sandwich shop","TS3 9NB","3","101010","2016-08-19","Middlesbrough"
"Thorntree Primary School","School/college/university","TS3 9NH","5","000","2015-02-05","Middlesbrough"
"Thursday Luncheon Club","Other catering premises","TS7 8JU","5","000","2016-01-14","Middlesbrough"
"Tickle The Taste Buds","Other catering premises","TS3 9HT","AwaitingInspection","","","Middlesbrough"
"Time to Eat","Restaurant/Cafe/Canteen","TS5 5HR","4","5105","2016-10-05","Middlesbrough"
"Timmy's Chinese","Takeaway/sandwich shop","TS7 0AP","5","000","2015-07-10","Middlesbrough"
"Tim's Bargains","Retailers - other","TS3 6HS","5","000","2016-03-01","Middlesbrough"
"Tiny","Pub/bar/nightclub","TS1 1NS","5","000","2014-01-22","Middlesbrough"
"Tiny Turners","Hospitals/Childcare/Caring Premises","TS7 8AB","5","000","2016-09-07","Middlesbrough"
"TJ Hughes","Retailers - other","TS1 5UB","5","000","2016-08-10","Middlesbrough"
"TJs (YF58 PBO)","Mobile caterer",NA,"5","555","2015-02-26","Middlesbrough"
"TK Maxx","Retailers - other","TS1 5UB","Exempt","","2016-12-01","Middlesbrough"
"Toby Carvery","Restaurant/Cafe/Canteen","TS4 3SB","1","102020","2016-12-21","Middlesbrough"
"Toddle In","Hospitals/Childcare/Caring Premises","TS7 0AG","5","","2016-09-22","Middlesbrough"
"Toffee Lodge","Other catering premises",NA,"AwaitingInspection","","","Middlesbrough"
"Tollesby Hall Care Home","Hospitals/Childcare/Caring Premises","TS8 9EJ","AwaitingInspection","","","Middlesbrough"
"Tom's News","Retailers - other","TS1 1LT","5","000","2016-10-03","Middlesbrough"
"Tony's Original Parmesan House","Takeaway/sandwich shop","TS3 6NL","3","101010","2017-01-12","Middlesbrough"
"Tony's Parmesan House","Takeaway/sandwich shop","TS3 6NN","3","101010","2017-03-20","Middlesbrough"
"Tora","Other catering premises",NA,"5","000","2015-06-18","Middlesbrough"
"Torino","Takeaway/sandwich shop","TS4 3JT","AwaitingInspection","","","Middlesbrough"
"TP Coffee House & Cafe","Restaurant/Cafe/Canteen","TS2 1BB","5","000","2015-05-15","Middlesbrough"
"Transport House","Hotel/bed & breakfast/guest house","TS1 3HB","4","5510","2014-10-23","Middlesbrough"
"Travellers Rest Cafe","Restaurant/Cafe/Canteen","TS1 1EG","5","000","2016-02-04","Middlesbrough"
"Travelodge","Hotel/bed & breakfast/guest house","TS1 5JF","5","000","2016-05-25","Middlesbrough"
"Trimdon Bakery","Retailers - other","TS5 8SB","5","055","2016-01-13","Middlesbrough"
"Trimdon Fruits","Retailers - other","TS5 8SB","5","000","2017-01-13","Middlesbrough"
"Trinity College","School/college/university","TS4 3JW","5","000","2016-02-26","Middlesbrough"
"Trinity Sixth Form College","School/college/university","TS4 3JP","5","000","2016-05-25","Middlesbrough"
"Truley Scrumptious Cakes","Other catering premises",NA,"5","000","2015-04-02","Middlesbrough"
"TS One","Restaurant/Cafe/Canteen","TS1 3RF","5","505","2014-12-12","Middlesbrough"
"TS3 Tandoori","Takeaway/sandwich shop","TS3 8EH","3","51010","2016-02-02","Middlesbrough"
"Tuc Stop (V855 XAG)","Retailers - other","TS1 3BA","5","000","2015-11-06","Middlesbrough"
"Tuk-Tuk (NK65 KTP)","Mobile caterer","TS1 3BA","5","000","2015-11-06","Middlesbrough"
"Turtle Bay","Restaurant/Cafe/Canteen","TS1 2RX","AwaitingInspection","","","Middlesbrough"
"Tutti Frutti Creations","Other catering premises",NA,"5","000","2015-02-12","Middlesbrough"
"Umi Oriental Foods","Other catering premises",NA,"5","000","2016-10-03","Middlesbrough"
"Union Jacks","Restaurant/Cafe/Canteen","TS5 6LW","5","000","2015-05-20","Middlesbrough"
"Unique Asian Catering","Other catering premises",NA,"3","51010","2016-05-25","Middlesbrough"
"Unity City Academy (catering)","School/college/university","TS3 8RE","5","000","2015-07-09","Middlesbrough"
"Unity City Academy Coffee Shop","Restaurant/Cafe/Canteen","TS3 8RE","5","000","2016-09-12","Middlesbrough"
"Univar","Restaurant/Cafe/Canteen","TS3 8BD","5","000","2016-09-15","Middlesbrough"
"Uno Momento","Restaurant/Cafe/Canteen","TS1 3RB","AwaitingInspection","","","Middlesbrough"
"Uno Ristarante","Restaurant/Cafe/Canteen","TS1 3QW","5","500","2015-01-07","Middlesbrough"
"Upex Pies","Retailers - other","TS3 6QL","3","101010","2016-01-26","Middlesbrough"
"Usman Newsagents","Retailers - other","TS1 4JS","3","101010","2016-05-10","Middlesbrough"
"Valentino's","Pub/bar/nightclub","TS1 4AG","5","000","2015-06-23","Middlesbrough"
"V-Dub Coffee Club","Mobile caterer",NA,"5","000","2016-08-18","Middlesbrough"
"Victoria Chemist","Retailers - other","TS1 3HY","Exempt","","2015-03-24","Middlesbrough"
"Victoria House Care Centre","Hospitals/Childcare/Caring Premises","TS1 3LF","5","000","2016-04-12","Middlesbrough"
"Victoria Sklep","Retailers - other","TS1 3JX","4","0510","2016-02-22","Middlesbrough"
"Victorian Victuals","Mobile caterer",NA,"Exempt","","","Middlesbrough"
"Viewley Hill Academy","School/college/university","TS8 9HL","5","000","2016-09-12","Middlesbrough"
"Vilem Grocery","Retailers - other","TS1 4QT","5","","2016-01-14","Middlesbrough"
"Village Wines","Retailers - other","TS5 6HX","Exempt","","2016-06-27","Middlesbrough"
"Vinces Sweet Shop","Retailers - other","TS1 4AH","4","0105","2016-12-07","Middlesbrough"
"Violet Lily's Little Pantry","Mobile caterer",NA,"AwaitingInspection","","","Middlesbrough"
"Walsingham Homes","Hospitals/Childcare/Caring Premises","TS3 9NX","5","000","2016-09-22","Middlesbrough"
"Waterloo News","Retailers - other","TS1 3HZ","5","000","2015-01-22","Middlesbrough"
"Waterside Brasserie","School/college/university","TS2 1AD","5","000","2015-02-05","Middlesbrough"
"Waterstones","Retailers - other","TS1 5UA","Exempt","","2016-12-01","Middlesbrough"
"Weigh & Save","Retailers - other","TS4 2PT","5","050","2015-03-05","Middlesbrough"
"Welcome Stores","Retailers - other","TS5 6PW","5","005","2017-02-23","Middlesbrough"
"Wellington Garage and Cafe","Restaurant/Cafe/Canteen","TS2 1DR","5","555","2015-11-18","Middlesbrough"
"Weschenfelder Direct Ltd","Retailers - other","TS2 1QE","5","000","2017-03-20","Middlesbrough"
"West Lane Hospital (Catering)","Hospitals/Childcare/Caring Premises","TS5 4EE","5","000","2015-11-24","Middlesbrough"
"Western Social Club","Pub/bar/nightclub","TS1 5PJ","5","000","2015-04-27","Middlesbrough"
"Westgarths W.M.S.C.","Pub/bar/nightclub","TS1 3EZ","5","000","2016-07-23","Middlesbrough"
"Westmoor View Nursing Home","Hospitals/Childcare/Caring Premises","TS7 8PA","5","500","2015-08-03","Middlesbrough"
"WH Smith","Retailers - other","TS8 0TJ","AwaitingInspection","","","Middlesbrough"
"WH Smith","Retailers - other","TS1 2NR","Exempt","","2014-05-07","Middlesbrough"
"WH Smith","Retailers - other","TS4 3BW","5","000","2014-06-19","Middlesbrough"
"WH Smith","Retailers - other","TS1 1EG","5","000","2016-03-30","Middlesbrough"
"Whinney Banks School","School/college/university","TS5 4QQ","5","000","2015-07-15","Middlesbrough"
"Whitworth Chemist Ltd","Retailers - other","TS3 9NB","Exempt","","2015-07-31","Middlesbrough"
"Wilkinson's Cafe","Restaurant/Cafe/Canteen","TS1 5UB","5","050","2016-06-07","Middlesbrough"
"Wilko","Retailers - other","TS1 5UB","5","000","2015-02-25","Middlesbrough"
"Windermere Grange","Hospitals/Childcare/Caring Premises","TS5 5DH","5","050","2016-10-12","Middlesbrough"
"Winnies","Retailers - other","TS3 6HS","Exempt","","2016-06-25","Middlesbrough"
"WMNT Resource Centre","Other catering premises","TS1 4RS","5","000","2016-05-10","Middlesbrough"
"Wok 88","Takeaway/sandwich shop","TS4 2JS","3","101010","2015-07-01","Middlesbrough"
"Wok King","Takeaway/sandwich shop","TS5 5HA","AwaitingInspection","","","Middlesbrough"
"Woodlands Coffee House & Vintage Barbers","Restaurant/Cafe/Canteen","TS1 1RD","5","050","2016-07-26","Middlesbrough"
"Wurst Sausage Company","Retailers - other",NA,"5","005","2016-09-28","Middlesbrough"
"Y.K Chow","Takeaway/sandwich shop","TS1 4JG","5","555","2015-02-18","Middlesbrough"
"Y.K. Chow","Takeaway/sandwich shop","TS5 6JH","5","555","2016-03-18","Middlesbrough"
"Yalda Continental Convenience Store","Retailers - other","TS1 4AS","5","005","2016-03-09","Middlesbrough"
